Sample_Index,Predicted_RUL,Alert_Level
2104,24.29412,WARNING
2105,23.679949,WARNING
2106,21.517622,WARNING
2107,17.803453,CRITICAL
2108,16.64437,CRITICAL
2109,14.433422,CRITICAL
2110,12.287946,CRITICAL
2111,9.590404,CRITICAL
2112,8.483094,CRITICAL
2113,6.2792444,CRITICAL
2114,5.974637,CRITICAL
2115,5.463329,CRITICAL
2116,4.7220354,CRITICAL
2276,48.295452,WARNING
2277,48.316257,WARNING
2278,46.407013,WARNING
2279,44.851116,WARNING
2280,45.43,WARNING
2281,43.103104,WARNING
2282,40.96613,WARNING
2283,40.205624,WARNING
2284,40.878857,WARNING
2285,41.225014,WARNING
2286,40.139885,WARNING
2287,38.869312,WARNING
2288,37.26862,WARNING
2289,34.806446,WARNING
2290,30.895046,WARNING
2291,31.504684,WARNING
2292,31.858976,WARNING
2293,31.707766,WARNING
2294,27.391197,WARNING
2295,25.92483,WARNING
2296,28.94282,WARNING
2297,25.922632,WARNING
2298,24.456831,WARNING
2299,23.211803,WARNING
2300,23.146338,WARNING
2301,20.956842,WARNING
2302,21.033092,WARNING
2303,21.397509,WARNING
2304,20.45025,WARNING
2305,20.805334,WARNING
2306,18.655958,CRITICAL
2307,16.055897,CRITICAL
2308,15.768708,CRITICAL
2309,15.275857,CRITICAL
2310,12.140256,CRITICAL
2311,10.745132,CRITICAL
2312,11.162127,CRITICAL
2313,11.664236,CRITICAL
2314,9.699259,CRITICAL
2315,8.756732,CRITICAL
2316,8.452088,CRITICAL
2317,9.367112,CRITICAL
2318,8.556486,CRITICAL
2319,8.483344,CRITICAL
2320,7.629148,CRITICAL
2321,7.304601,CRITICAL
2322,5.5762687,CRITICAL
2323,4.7218237,CRITICAL
2324,3.5214486,CRITICAL
2325,3.577656,CRITICAL
2326,3.104114,CRITICAL
2327,2.5668826,CRITICAL
2328,2.8537176,CRITICAL
2329,2.8017209,CRITICAL
2330,2.6337972,CRITICAL
2331,2.5165386,CRITICAL
2332,2.5062456,CRITICAL
2333,2.1661112,CRITICAL
2334,2.1127653,CRITICAL
2335,2.092083,CRITICAL
2336,2.1217995,CRITICAL
2337,2.2659523,CRITICAL
2338,2.3340683,CRITICAL
2339,2.2873023,CRITICAL
2340,2.5284479,CRITICAL
2341,2.5522778,CRITICAL
2342,2.560253,CRITICAL
2343,2.6337698,CRITICAL
2344,2.748298,CRITICAL
2547,46.966915,WARNING
2548,48.105824,WARNING
2549,45.990765,WARNING
2550,46.797466,WARNING
2551,44.866947,WARNING
2552,44.331043,WARNING
2553,43.365078,WARNING
2554,41.92255,WARNING
2555,41.816532,WARNING
2556,41.531075,WARNING
2557,41.329636,WARNING
2558,40.905445,WARNING
2559,40.02929,WARNING
2560,38.36393,WARNING
2561,37.90658,WARNING
2562,37.2299,WARNING
2563,37.340893,WARNING
2564,36.270367,WARNING
2565,34.798016,WARNING
2566,33.51002,WARNING
2567,32.89325,WARNING
2568,31.394165,WARNING
2569,28.726404,WARNING
2570,25.11199,WARNING
2571,20.306952,WARNING
2572,16.783873,CRITICAL
2573,14.472895,CRITICAL
2574,13.667285,CRITICAL
2575,12.887154,CRITICAL
2576,11.823156,CRITICAL
2577,11.361876,CRITICAL
2578,10.755986,CRITICAL
2579,10.554095,CRITICAL
2580,9.874957,CRITICAL
2581,9.565628,CRITICAL
2582,9.378782,CRITICAL
2583,9.248604,CRITICAL
2584,9.078831,CRITICAL
2585,8.525306,CRITICAL
2586,7.3706503,CRITICAL
2587,7.2821794,CRITICAL
2588,6.357291,CRITICAL
2589,5.8621087,CRITICAL
2590,5.5444956,CRITICAL
2591,5.4711027,CRITICAL
2592,5.571593,CRITICAL
2593,5.4343452,CRITICAL
2594,5.6749268,CRITICAL
2595,5.7603574,CRITICAL
2596,5.683533,CRITICAL
2597,5.8005548,CRITICAL
2825,46.158833,WARNING
2833,48.24962,WARNING
2834,36.927727,WARNING
2835,26.73736,WARNING
2836,19.149506,CRITICAL
2837,6.870622,CRITICAL
2838,24.95933,WARNING
2839,42.860886,WARNING
2842,48.966236,WARNING
2843,49.47109,WARNING
2844,47.22347,WARNING
2845,43.546574,WARNING
2846,45.127937,WARNING
2847,46.313374,WARNING
2848,42.708942,WARNING
2849,46.365772,WARNING
2850,46.684895,WARNING
2851,44.06725,WARNING
2852,41.80318,WARNING
2853,41.68989,WARNING
2854,37.082115,WARNING
2855,34.01117,WARNING
2856,33.153347,WARNING
2857,29.773216,WARNING
2858,28.807642,WARNING
2859,27.315683,WARNING
2860,27.382317,WARNING
2861,25.80459,WARNING
2862,24.833515,WARNING
2863,23.068384,WARNING
2864,24.1672,WARNING
2865,22.36519,WARNING
2866,21.066505,WARNING
2867,21.897303,WARNING
2868,21.600195,WARNING
2869,20.258307,WARNING
2870,19.59906,CRITICAL
2871,18.709904,CRITICAL
2872,16.26652,CRITICAL
2873,16.682432,CRITICAL
2874,18.530708,CRITICAL
2875,18.392252,CRITICAL
2876,18.476847,CRITICAL
2877,16.81241,CRITICAL
2878,15.144462,CRITICAL
2879,14.528983,CRITICAL
2880,12.900219,CRITICAL
2881,12.596801,CRITICAL
2882,10.2677145,CRITICAL
2883,9.639581,CRITICAL
2884,10.536091,CRITICAL
2885,9.422241,CRITICAL
2886,9.11979,CRITICAL
2887,9.5041895,CRITICAL
2888,8.953384,CRITICAL
2889,9.29136,CRITICAL
2890,8.873142,CRITICAL
2891,8.939616,CRITICAL
2892,7.766514,CRITICAL
2893,6.023188,CRITICAL
2894,5.1332984,CRITICAL
2895,5.1694155,CRITICAL
2896,4.3551917,CRITICAL
2897,4.0713253,CRITICAL
2898,3.923432,CRITICAL
2899,3.7910702,CRITICAL
2900,3.8959527,CRITICAL
2901,3.6264567,CRITICAL
2902,3.7169697,CRITICAL
2903,3.6616738,CRITICAL
3034,49.13148,WARNING
3035,47.458035,WARNING
3036,44.985928,WARNING
3037,42.279316,WARNING
3038,40.338688,WARNING
3039,40.133606,WARNING
3040,39.5864,WARNING
3041,40.217045,WARNING
3042,38.76563,WARNING
3043,39.404476,WARNING
3044,37.159065,WARNING
3045,35.855328,WARNING
3046,32.461033,WARNING
3047,29.176294,WARNING
3048,25.96346,WARNING
3049,23.453672,WARNING
3050,20.188335,WARNING
3051,17.106573,CRITICAL
3052,14.325915,CRITICAL
3053,12.40544,CRITICAL
3054,10.526427,CRITICAL
3055,9.9892025,CRITICAL
3056,9.625585,CRITICAL
3057,9.520093,CRITICAL
3058,9.321732,CRITICAL
3059,9.01072,CRITICAL
3060,7.577512,CRITICAL
3061,6.4823046,CRITICAL
3062,5.9577246,CRITICAL
3063,5.8213816,CRITICAL
3064,5.804058,CRITICAL
3065,5.8623004,CRITICAL
3066,5.910407,CRITICAL
3067,6.155151,CRITICAL
3068,6.0597396,CRITICAL
3069,6.240734,CRITICAL
3070,6.2859674,CRITICAL
3071,6.4391127,CRITICAL
3072,6.819636,CRITICAL
3073,7.3279862,CRITICAL
3074,7.3554897,CRITICAL
3075,7.6178064,CRITICAL
3167,49.29983,WARNING
3168,47.241734,WARNING
3169,49.076183,WARNING
3170,48.963634,WARNING
3171,47.81523,WARNING
3172,44.26276,WARNING
3173,43.159534,WARNING
3174,43.785816,WARNING
3175,42.446632,WARNING
3176,37.28863,WARNING
3177,36.500328,WARNING
3178,37.668262,WARNING
3179,34.646862,WARNING
3180,31.268763,WARNING
3181,28.52452,WARNING
3182,24.74214,WARNING
3183,18.88926,CRITICAL
3184,12.779342,CRITICAL
3185,7.876521,CRITICAL
3186,8.193694,CRITICAL
3187,12.133763,CRITICAL
3188,14.032224,CRITICAL
3189,14.152908,CRITICAL
3190,13.707352,CRITICAL
3191,12.728238,CRITICAL
3192,12.587813,CRITICAL
3193,10.347434,CRITICAL
3194,8.195942,CRITICAL
3195,8.7043705,CRITICAL
3196,8.003593,CRITICAL
3197,6.7136993,CRITICAL
3198,5.76123,CRITICAL
3199,5.30544,CRITICAL
3200,5.390294,CRITICAL
3201,5.1234136,CRITICAL
3321,49.4882,WARNING
3322,45.8754,WARNING
3323,45.856747,WARNING
3324,39.1269,WARNING
3325,33.288425,WARNING
3326,26.310211,WARNING
3327,20.034325,WARNING
3328,9.037053,CRITICAL
3329,11.341018,CRITICAL
3330,21.743185,WARNING
3331,28.040873,WARNING
3332,31.216957,WARNING
3333,32.66094,WARNING
3334,31.522396,WARNING
3335,27.133646,WARNING
3336,26.567286,WARNING
3337,26.858637,WARNING
3338,23.935986,WARNING
3339,21.762701,WARNING
3340,17.123535,CRITICAL
3341,16.322737,CRITICAL
3342,14.608337,CRITICAL
3343,13.445498,CRITICAL
3344,13.1559725,CRITICAL
3345,12.678351,CRITICAL
3346,11.394183,CRITICAL
3347,9.985368,CRITICAL
3348,9.714404,CRITICAL
3349,8.97835,CRITICAL
3350,7.638788,CRITICAL
3351,5.565145,CRITICAL
3352,4.7460814,CRITICAL
3353,4.0909686,CRITICAL
3354,3.8010483,CRITICAL
3355,3.584006,CRITICAL
3356,3.398341,CRITICAL
3473,17.299398,CRITICAL
3474,49.920315,WARNING
3486,49.98552,WARNING
3487,48.024406,WARNING
3488,48.999218,WARNING
3490,46.8713,WARNING
3491,44.072567,WARNING
3492,38.307533,WARNING
3493,35.286182,WARNING
3494,33.436146,WARNING
3495,31.0599,WARNING
3496,30.912985,WARNING
3497,28.209581,WARNING
3498,27.227129,WARNING
3499,27.227835,WARNING
3500,24.632385,WARNING
3501,24.646862,WARNING
3502,26.397312,WARNING
3503,26.25368,WARNING
3504,24.04011,WARNING
3505,22.552547,WARNING
3506,21.301971,WARNING
3507,20.756678,WARNING
3508,20.313196,WARNING
3509,17.945002,CRITICAL
3510,16.344751,CRITICAL
3511,15.032357,CRITICAL
3512,16.155119,CRITICAL
3513,15.430352,CRITICAL
3514,14.46004,CRITICAL
3515,11.857909,CRITICAL
3516,10.318007,CRITICAL
3517,8.568233,CRITICAL
3518,7.4435716,CRITICAL
3519,7.0708137,CRITICAL
3520,7.202285,CRITICAL
3521,6.630515,CRITICAL
3522,5.907902,CRITICAL
3523,5.404972,CRITICAL
3524,5.3966246,CRITICAL
3525,4.837399,CRITICAL
3526,4.372087,CRITICAL
